id,date,year,lon,lat,group,taxon,scientific,observer,quality,photo,obscured,accuracy_m
263257435,2002-11-30,2002,102.7238949761,0.3313673069,Birds,taxon-604225,Pycnonotus plumosus,andriano_h,research,TRUE,FALSE,18
263335014,2002-11-30,2002,102.7232881263,0.3322500741,Birds,taxon-14623,Pycnonotus goiavier,andriano_h,research,TRUE,FALSE,9
263335153,2002-11-30,2002,102.7229317278,0.332163239,Birds,taxon-15346,Orthotomus ruficeps,andriano_h,research,TRUE,FALSE,9
263337569,2002-11-30,2002,102.7228100225,0.3318883172,Birds,taxon-145118,Chalcoparia singalensis,andriano_h,research,TRUE,FALSE,7
263338312,2002-11-30,2002,102.722834833,0.3320767393,Birds,taxon-3358,Treron curvirostra,andriano_h,research,TRUE,FALSE,5
295591798,2002-11-30,2002,102.697455436,0.4118700988,Birds,taxon-2212,Merops philippinus,andriano_h,research,TRUE,FALSE,20592
309758916,2002-11-30,2002,102.723836638,0.3312466095,Birds,taxon-2293,Eurystomus orientalis,andriano_h,research,TRUE,FALSE,7
178792184,2006-01-27,2006,102.0396038462,0.554586516,Plants,taxon-142176,Bromheadia finlaysoniana,iqbal_muhammad,needs_id,TRUE,FALSE,500
178792494,2006-01-27,2006,102.0412750252,0.553295269,Insects,taxon-1468177,Odontolabis striata,iqbal_muhammad,research,TRUE,FALSE,500
169748396,2006-02-09,2006,102.2977421689,0.4934508,Plants,taxon-829437,Dipodium conduplicatum,iqbal_muhammad,research,TRUE,FALSE,122
357838758,2006-02-16,2006,101.8487135217,0.4068084289,Insects,taxon-334415,Chalcosoma atlas keyboh,colinmarshall,research,TRUE,FALSE,1953
169754151,2008-01-31,2008,102.3252713828,0.5047471992,Reptiles,taxon-39889,Cyclemys dentata,iqbal_muhammad,research,TRUE,TRUE,31451
322172143,2008-01-31,2008,102.1730720877,0.5099096392,Plants,taxon-122526,Freycinetia,iqbal_muhammad,needs_id,TRUE,FALSE,977
240756114,2008-06-22,2008,102.1864662331,0.5807394927,Plants,taxon-183253,Aeschynanthus,iqbal_muhammad,needs_id,TRUE,FALSE,500
176236551,2008-06-27,2008,102.2725214037,0.5814883544,Plants,taxon-427978,Austrobuxus nitidus,iqbal_muhammad,needs_id,TRUE,FALSE,200
217850485,2008-06-27,2008,102.1820819052,0.5724345729,Plants,taxon-1069475,Ridsdalea,iqbal_muhammad,needs_id,TRUE,FALSE,100
249301979,2008-07-10,2008,102.1769816955,0.5793369668,Plants,taxon-133552,Pavetta,iqbal_muhammad,needs_id,TRUE,FALSE,1000
322170430,2008-07-10,2008,102.1734751876,0.5078282575,Plants,taxon-183431,Euthemis,iqbal_muhammad,needs_id,TRUE,FALSE,488
169748008,2008-07-11,2008,102.3522025278,0.5836828944,Plants,taxon-1357046,Disepalum rawagambut,iqbal_muhammad,needs_id,TRUE,TRUE,31451
331060246,2008-07-11,2008,102.1808475541,0.5392630094,Plants,taxon-1611328,Rubroshorea macrantha,iqbal_muhammad,needs_id,TRUE,TRUE,31451
183502834,2008-07-19,2008,102.1812549703,0.5864462044,Plants,taxon-1399683,Parartocarpus venenosus,iqbal_muhammad,needs_id,TRUE,FALSE,500
240539126,2008-07-31,2008,102.2681226679,0.5873478533,Amphibians,taxon-26573,Polypedates colletti,iqbal_muhammad,research,TRUE,FALSE,500
170240222,2008-08-06,2008,102.264655608,0.592769293,Arachnids,taxon-491889,Trombidioidea,iqbal_muhammad,needs_id,TRUE,FALSE,500
173553319,2008-08-06,2008,102.1885559966,0.5794778976,Insects,taxon-703333,Amulius,iqbal_muhammad,needs_id,TRUE,FALSE,244
322177752,2008-08-06,2008,102.1810405691,0.5098171396,Plants,taxon-129527,Hoya,iqbal_muhammad,needs_id,TRUE,FALSE,1953
188634233,2008-09-18,2008,102.2657680562,0.5915021229,Plants,taxon-428061,Bulbophyllum patens,iqbal_muhammad,research,TRUE,FALSE,500
173929632,2009-01-27,2009,102.3541259764,0.4906022191,Fish,taxon-618921,Sphaerichthys osphromenoides,iqbal_muhammad,research,TRUE,FALSE,500
173560051,2010-03-05,2010,101.881289567,0.4261314192,Mammals,taxon-854000,Paradoxurus musanga,iqbal_muhammad,research,TRUE,FALSE,30
185108378,2010-05-20,2010,102.2149962002,0.4766554858,Mammals,taxon-130799,Panthera tigris sondaica,iqbal_muhammad,research,TRUE,TRUE,31451
176056461,2010-06-22,2010,102.3325310792,0.4149332056,Plants,taxon-444671,Vatica teysmanniana,iqbal_muhammad,needs_id,TRUE,TRUE,31451
183873508,2010-06-29,2010,102.0031675131,0.4827172964,Mammals,taxon-43356,Tapirus indicus,iqbal_muhammad,needs_id,TRUE,TRUE,31451
178820162,2010-07-15,2010,102.1639236555,0.510591753,Amphibians,taxon-26573,Polypedates colletti,iqbal_muhammad,research,TRUE,FALSE,244
301424115,2010-10-28,2010,102.5351641168,0.2167804596,Plants,taxon-427230,Myristica lowiana,iqbal_muhammad,needs_id,TRUE,TRUE,31451
301421774,2010-11-19,2010,102.472204229,0.2800420795,Plants,taxon-924317,Durio carinatus,iqbal_muhammad,needs_id,TRUE,TRUE,31451
173943206,2011-12-21,2011,101.9946124549,0.4597821992,Reptiles,taxon-26179,Acrochordus javanicus,iqbal_muhammad,research,TRUE,FALSE,244
178816383,2012-03-24,2012,102.0821329523,0.452915962,Fish,taxon-620836,Ompok hypophthalmus,iqbal_muhammad,needs_id,TRUE,FALSE,500
178815657,2012-04-10,2012,102.0216435637,0.5992801536,Plants,taxon-1611140,Rubroshorea uliginosa,iqbal_muhammad,needs_id,TRUE,TRUE,31451
177776888,2012-04-11,2012,102.1888982544,0.4983617443,Plants,taxon-425752,Parastemon urophyllus,iqbal_muhammad,needs_id,TRUE,FALSE,150
169903708,2012-05-31,2012,102.033140527,0.4604947601,Plants,taxon-185449,Goniothalamus,iqbal_muhammad,needs_id,TRUE,FALSE,150
174203604,2012-06-19,2012,102.3529301804,0.5953923971,Fish,taxon-618893,Luciocephalus pulcher,iqbal_muhammad,research,TRUE,FALSE,150
176074270,2012-06-19,2012,102.7124281198,0.3873270263,Plants,taxon-344854,Syzygium zeylanicum,iqbal_muhammad,research,TRUE,FALSE,100
177773242,2012-08-06,2012,101.8814517032,0.4265380905,Insects,taxon-359832,Bactrocera albistrigata,iqbal_muhammad,research,TRUE,FALSE,15
68110137,2012-11-11,2012,101.8326157,0.3940345,Arachnids,taxon-47867,Sparassidae,mariobarroso,needs_id,TRUE,FALSE,204
24040931,2012-12-27,2012,102.1778922635,1.2284473524,Fish,taxon-125852,Oxudercinae,davidgil,needs_id,TRUE,FALSE,366
24040932,2012-12-27,2012,102.1778922635,1.2284473524,Fish,taxon-125852,Oxudercinae,davidgil,needs_id,TRUE,FALSE,366
24040936,2012-12-27,2012,102.1778922635,1.2284473524,Fish,taxon-125852,Oxudercinae,davidgil,needs_id,TRUE,FALSE,366
24040945,2012-12-27,2012,102.1778922635,1.2284473524,Fish,taxon-120494,Boleophthalmus boddarti,davidgil,needs_id,TRUE,FALSE,366
49221474,2013-12-08,2013,102.4608780508,0.7782559575,Plants,taxon-196660,Rhizophora apiculata,irfanarifin,needs_id,TRUE,FALSE,5823
240556160,2014-01-31,2014,102.8283400702,0.3487211772,Insects,taxon-713276,Theopropus,iqbal_muhammad,needs_id,TRUE,FALSE,250
184823739,2014-05-29,2014,102.7688794002,0.378158019,Plants,taxon-428083,Calanthe pulchra,iqbal_muhammad,research,TRUE,FALSE,500
245342611,2014-05-29,2014,102.7767113993,0.3710833711,Plants,taxon-427629,Eulophia graminea,iqbal_muhammad,research,TRUE,FALSE,200
48996372,2014-06-08,2014,102.3170187144,0.6089120402,Mammals,taxon-40902,Pteropus vampyrus,irfanarifin,research,TRUE,TRUE,31450
48996373,2014-06-08,2014,102.1819640463,0.6497666241,Amphibians,taxon-476817,Polypedates pseudotilophus,irfanarifin,research,TRUE,FALSE,530
48996374,2014-06-08,2014,102.1804534265,0.6491744336,Plants,taxon-346348,Nepenthes ampullaria,irfanarifin,research,TRUE,FALSE,530
184986971,2014-08-21,2014,102.70581464200001,0.3167820621,Fish,taxon-610089,Channa pleurophthalma,iqbal_muhammad,research,TRUE,TRUE,31451
176237426,2014-10-15,2014,102.8215792546,0.293358184,Mammals,taxon-130799,Panthera tigris sondaica,iqbal_muhammad,research,TRUE,TRUE,31451
221988886,2014-10-31,2014,102.6476500829,0.3231557023,Birds,taxon-513577,Asarcornis scutulata,iqbal_muhammad,research,TRUE,TRUE,31451
314330187,2015-01-01,2015,102.7239342034,0.3312117413,Birds,taxon-604225,Pycnonotus plumosus,andriano_h,research,TRUE,FALSE,5
174425329,2015-04-23,2015,102.7118708908,0.3535708338,Fish,taxon-613782,Datnioides microlepis,iqbal_muhammad,research,TRUE,FALSE,1000
185501586,2015-04-23,2015,102.5078536913,0.2631324741,Insects,taxon-334415,Chalcosoma atlas keyboh,iqbal_muhammad,research,TRUE,FALSE,75
107766732,2015-05-11,2015,102.7896746985,0.4184943291,Amphibians,taxon-26573,Polypedates colletti,ganjarcahyadi,research,TRUE,FALSE,488
108082685,2015-05-11,2015,102.8296138505,0.4236761488,Insects,taxon-155185,Alticini,ganjarcahyadi,needs_id,TRUE,FALSE,488
108169008,2015-05-11,2015,102.775417106,0.4074169963,Plants,taxon-346348,Nepenthes ampullaria,ganjarcahyadi,research,TRUE,FALSE,488
147801589,2015-05-11,2015,102.7055846939,0.4296659993,Insects,taxon-1353603,Stictoponera,ganjarcahyadi,needs_id,TRUE,FALSE,977
107766733,2015-05-12,2015,102.784695957,0.4235072424,Amphibians,taxon-26573,Polypedates colletti,ganjarcahyadi,research,TRUE,FALSE,977
107766734,2015-05-12,2015,102.7881291845,0.4221339888,Amphibians,taxon-26573,Polypedates colletti,ganjarcahyadi,research,TRUE,FALSE,977
107766735,2015-05-12,2015,102.7874929325,0.4262537489,Amphibians,taxon-26573,Polypedates colletti,ganjarcahyadi,research,TRUE,FALSE,977
107766740,2015-05-12,2015,102.7833730595,0.4269403754,Amphibians,taxon-26573,Polypedates colletti,ganjarcahyadi,research,TRUE,FALSE,977
107766741,2015-05-12,2015,102.788179578,0.4235072424,Amphibians,taxon-26573,Polypedates colletti,ganjarcahyadi,research,TRUE,FALSE,977
107885572,2015-05-12,2015,102.7616383374,0.3812521134,Reptiles,taxon-31379,Aphaniotis fusca,ganjarcahyadi,research,TRUE,FALSE,488
107885573,2015-05-12,2015,102.7612157591,0.3816638234,Reptiles,taxon-34630,Gehyra mutilata,ganjarcahyadi,research,TRUE,FALSE,244
107885574,2015-05-12,2015,102.7620754071,0.382968689,Reptiles,taxon-797717,Lycodon subannulatus,ganjarcahyadi,research,TRUE,FALSE,488
107885575,2015-05-12,2015,102.7605773286,0.382968689,Reptiles,taxon-28442,Aplopeltura boa,ganjarcahyadi,research,TRUE,FALSE,488
107885576,2015-05-12,2015,102.7616072968,0.3836553192,Reptiles,taxon-200253,Cyrtodactylus majulah,ganjarcahyadi,research,TRUE,FALSE,488
107885577,2015-05-12,2015,102.7605773286,0.3839986342,Reptiles,taxon-200253,Cyrtodactylus majulah,ganjarcahyadi,research,TRUE,FALSE,488
107885578,2015-05-12,2015,102.7605773286,0.3836553192,Reptiles,taxon-31379,Aphaniotis fusca,ganjarcahyadi,research,TRUE,FALSE,488
107766742,2015-05-13,2015,102.7717000858,0.4392996414,Amphibians,taxon-26573,Polypedates colletti,ganjarcahyadi,research,TRUE,FALSE,977
107885580,2015-05-14,2015,102.7598906831,0.3857152093,Reptiles,taxon-200253,Cyrtodactylus majulah,ganjarcahyadi,research,TRUE,FALSE,488
107917176,2015-05-14,2015,102.8896488358,0.4756628197,Amphibians,taxon-65564,Hylarana baramica,ganjarcahyadi,needs_id,TRUE,FALSE,488
147753835,2015-05-14,2015,102.7739369047,0.4533071993,Plants,taxon-311249,Bryophyta,ganjarcahyadi,needs_id,TRUE,FALSE,3906
318955550,2015-05-14,2015,102.4261124432,0.7178915575,Plants,taxon-1609060,Blumeodendron kurzii,arief9,needs_id,TRUE,FALSE,131
41347329,2015-05-15,2015,102.87495,0.41801,Insects,taxon-761446,Systella rafflesii,ganjarcahyadi,research,TRUE,FALSE,4240
107766744,2015-05-15,2015,102.7600523097,0.4489123897,Amphibians,taxon-26573,Polypedates colletti,ganjarcahyadi,research,TRUE,FALSE,977
107766745,2015-05-15,2015,102.7559324367,0.4482257652,Amphibians,taxon-26573,Polypedates colletti,ganjarcahyadi,research,TRUE,FALSE,977
107862183,2015-05-15,2015,102.6991565393,0.45153273,Amphibians,taxon-26573,Polypedates colletti,ganjarcahyadi,research,TRUE,FALSE,244
107885581,2015-05-15,2015,102.7389479951,0.4001344258,Reptiles,taxon-200253,Cyrtodactylus majulah,ganjarcahyadi,research,TRUE,FALSE,488
108082688,2015-05-15,2015,102.8071275513,0.4472963403,Insects,taxon-514322,Eumorphus westwoodi,ganjarcahyadi,needs_id,TRUE,FALSE,488
107862184,2015-05-16,2015,102.6952090029,0.454073378,Amphibians,taxon-26573,Polypedates colletti,ganjarcahyadi,research,TRUE,FALSE,244
107862185,2015-05-16,2015,102.6939218798,0.4544166899,Amphibians,taxon-26573,Polypedates colletti,ganjarcahyadi,research,TRUE,FALSE,244
107862186,2015-05-16,2015,102.6896734292,0.4578498087,Amphibians,taxon-26573,Polypedates colletti,ganjarcahyadi,research,TRUE,FALSE,244
107862187,2015-05-16,2015,102.6920123993,0.4563049055,Amphibians,taxon-26573,Polypedates colletti,ganjarcahyadi,research,TRUE,FALSE,244
107862188,2015-05-16,2015,102.6954456268,0.4547600019,Amphibians,taxon-142668,Hylarana rawa,ganjarcahyadi,research,TRUE,FALSE,244
107885582,2015-05-16,2015,102.7389479951,0.4021943118,Reptiles,taxon-200253,Cyrtodactylus majulah,ganjarcahyadi,research,TRUE,FALSE,488
107862189,2015-05-17,2015,102.6789661346,0.4653168363,Amphibians,taxon-26573,Polypedates colletti,ganjarcahyadi,research,TRUE,FALSE,122
107862190,2015-05-17,2015,102.6775937041,0.4676341881,Amphibians,taxon-26573,Polypedates colletti,ganjarcahyadi,research,TRUE,FALSE,244
107862191,2015-05-17,2015,102.678591096,0.4684924663,Amphibians,taxon-26573,Polypedates colletti,ganjarcahyadi,research,TRUE,FALSE,244
107885583,2015-05-17,2015,102.7386046723,0.4021943118,Reptiles,taxon-200253,Cyrtodactylus majulah,ganjarcahyadi,research,TRUE,FALSE,488
318944404,2015-05-17,2015,102.7232814208,0.3845732467,Plants,taxon-1032648,Benstonea atrocarpa,arief9,needs_id,TRUE,FALSE,466
41347332,2015-05-21,2015,102.894481,0.407774,Insects,taxon-761446,Systella rafflesii,ganjarcahyadi,needs_id,TRUE,FALSE,2120
107862192,2015-05-21,2015,102.7414191599,0.3517657407,Amphibians,taxon-21840,Pseudobufo subasper,ganjarcahyadi,research,TRUE,FALSE,244
107928370,2015-05-21,2015,102.86574374,0.390470434,Birds,taxon-202484,Arachnothera longirostra,ganjarcahyadi,research,TRUE,FALSE,488
107928372,2015-05-21,2015,102.9548412822,0.2683733284,Birds,taxon-8993,Eurylaimus ochromalus,ganjarcahyadi,research,TRUE,TRUE,31451
107928373,2015-05-21,2015,102.8999636615,0.4046988391,Birds,taxon-985573,Pycnonotus simplex,ganjarcahyadi,research,TRUE,FALSE,488
107928375,2015-05-21,2015,102.5078390975,0.263276826,Birds,taxon-1644,Centropus bengalensis,ganjarcahyadi,research,TRUE,FALSE,244
147753836,2015-05-21,2015,102.8178822172,0.4917580393,Plants,taxon-47434,Poaceae,ganjarcahyadi,needs_id,TRUE,FALSE,3906
147753837,2015-05-21,2015,102.7327381742,0.4642931752,Plants,taxon-182398,Uncaria,ganjarcahyadi,needs_id,TRUE,FALSE,3906
147753838,2015-05-21,2015,102.7492176664,0.478025621,Plants,taxon-47124,Magnoliopsida,ganjarcahyadi,needs_id,TRUE,FALSE,3906
147753839,2015-05-21,2015,102.7574574125,0.475279134,Plants,taxon-47124,Magnoliopsida,ganjarcahyadi,needs_id,TRUE,FALSE,3906
147753840,2015-05-21,2015,102.7547108305,0.4890115579,Plants,taxon-346621,Stenochlaena palustris,ganjarcahyadi,research,TRUE,FALSE,3906
108082689,2015-05-22,2015,102.8645284675,0.389342359,Insects,taxon-196812,Vindula dejone,ganjarcahyadi,research,TRUE,FALSE,244
108082691,2015-05-22,2015,102.8663203988,0.3918134398,Insects,taxon-704073,Dacini,ganjarcahyadi,needs_id,TRUE,FALSE,488
108169006,2015-05-22,2015,102.8891974612,0.4134263374,Fungi,taxon-47170,Fungi,ganjarcahyadi,needs_id,TRUE,FALSE,244
108169009,2015-05-22,2015,102.8883756565,0.4081733612,Plants,taxon-552679,Diploclisia glaucescens,ganjarcahyadi,needs_id,TRUE,FALSE,977
41347335,2015-05-23,2015,102.9359,0.463584,Other animals,taxon-136531,Diversibipalium,ganjarcahyadi,needs_id,TRUE,FALSE,200
108106766,2015-05-23,2015,102.934674775,0.4433101661,Other animals,taxon-136531,Diversibipalium,ganjarcahyadi,needs_id,TRUE,FALSE,31
108168999,2015-05-23,2015,102.918723218,0.4338534827,Plants,taxon-48234,Nephrolepis,ganjarcahyadi,needs_id,TRUE,FALSE,244
147753841,2015-05-23,2015,102.7492176664,0.475279134,Plants,taxon-480539,Asplenium longissimum,ganjarcahyadi,research,TRUE,FALSE,3906
147753842,2015-05-23,2015,102.7629505766,0.4890115579,Plants,taxon-68691,Dipterocarpaceae,ganjarcahyadi,needs_id,TRUE,FALSE,3906
147801588,2015-05-23,2015,102.7062713394,0.4001410169,Plants,taxon-427655,Ficus sundaica,ganjarcahyadi,needs_id,TRUE,FALSE,977
107885586,2015-05-24,2015,102.8024627045,0.4042541974,Reptiles,taxon-200253,Cyrtodactylus majulah,ganjarcahyadi,research,TRUE,FALSE,488
107928374,2015-05-24,2015,102.9336092913,0.4390301834,Birds,taxon-145118,Chalcoparia singalensis,ganjarcahyadi,research,TRUE,FALSE,488
107928379,2015-05-24,2015,102.9343548095,0.4421199968,Birds,taxon-73186,Phaenicophaeus curvirostris,ganjarcahyadi,research,TRUE,FALSE,488
107928380,2015-05-24,2015,102.9982062222,0.4197819687,Birds,taxon-339800,Pellorneum malaccense,ganjarcahyadi,research,TRUE,TRUE,31451
108104616,2015-05-24,2015,102.904057749,0.4588495704,Mammals,taxon-46148,Sundasciurus,ganjarcahyadi,needs_id,TRUE,FALSE,977
108104617,2015-05-24,2015,102.8618112245,0.4002099615,Mammals,taxon-43627,Nycticebus coucang,ganjarcahyadi,research,TRUE,TRUE,31451
108106765,2015-05-24,2015,102.9346316921,0.4431899728,Other animals,taxon-53765,Scolopendra,ganjarcahyadi,needs_id,TRUE,FALSE,244
147753843,2015-05-24,2015,102.7519642484,0.478025621,Plants,taxon-69234,Alocasia,ganjarcahyadi,needs_id,TRUE,FALSE,3906
147753844,2015-05-24,2015,102.7547108305,0.4670396665,Plants,taxon-346621,Stenochlaena palustris,ganjarcahyadi,research,TRUE,FALSE,3906
147753845,2015-05-24,2015,102.7464710844,0.4835185916,Plants,taxon-480539,Asplenium longissimum,ganjarcahyadi,research,TRUE,FALSE,3906
147753846,2015-05-24,2015,102.7602039945,0.4835185916,Plants,taxon-47124,Magnoliopsida,ganjarcahyadi,needs_id,TRUE,FALSE,3906
107928382,2015-05-25,2015,102.8222556856,0.5613828159,Birds,taxon-12013,Irena puella,ganjarcahyadi,research,TRUE,TRUE,31451
107928383,2015-05-25,2015,102.9728244968,0.5520127078,Birds,taxon-145032,Copsychus pyrropygus,ganjarcahyadi,research,TRUE,TRUE,31451
108082692,2015-05-25,2015,102.8968081236,0.4141288667,Insects,taxon-129220,Neomyia,ganjarcahyadi,needs_id,TRUE,FALSE,488
318944940,2015-05-25,2015,102.7112557366,0.3925861619,Plants,taxon-488435,Pandanus helicopus,arief9,needs_id,TRUE,FALSE,1249
41347338,2015-05-26,2015,102.713512,0.512892,Insects,taxon-871995,Mormolyce castelnaudi,ganjarcahyadi,research,TRUE,FALSE,325
108082693,2015-05-26,2015,102.9038122542,0.4158454355,Insects,taxon-871995,Mormolyce castelnaudi,ganjarcahyadi,research,TRUE,FALSE,488
315225764,2015-05-26,2015,102.6055496615,0.5949619582,Plants,taxon-879349,Ctenolophon parvifolius,arief9,needs_id,TRUE,TRUE,31451
107928384,2015-05-27,2015,102.9505424996,0.4723314368,Birds,taxon-73186,Phaenicophaeus curvirostris,ganjarcahyadi,research,TRUE,FALSE,488
107928386,2015-05-27,2015,102.9513048764,0.5766278088,Birds,taxon-20831,Harpactes duvaucelii,ganjarcahyadi,research,TRUE,TRUE,31451
108106767,2015-05-27,2015,102.9209014641,0.4869970486,Arachnids,taxon-311396,Heteropoda boiei,ganjarcahyadi,research,TRUE,FALSE,488
108106768,2015-05-27,2015,102.9213504255,0.4874063801,Arachnids,taxon-332654,Parawixia dehaani,ganjarcahyadi,research,TRUE,FALSE,244
108169000,2015-05-27,2015,102.9291444761,0.4450304435,Plants,taxon-1032648,Benstonea atrocarpa,ganjarcahyadi,needs_id,TRUE,FALSE,244
108169001,2015-05-27,2015,102.9293355045,0.4438836551,Plants,taxon-1032648,Benstonea atrocarpa,ganjarcahyadi,needs_id,TRUE,FALSE,244
108169003,2015-05-27,2015,102.929044283,0.444869932,Plants,taxon-1032648,Benstonea atrocarpa,ganjarcahyadi,research,TRUE,FALSE,244
318948832,2015-05-27,2015,102.8832014278,0.4112817044,Plants,taxon-365229,Eleiodoxa conferta,arief9,research,TRUE,FALSE,1380
107862181,2015-05-28,2015,102.7310842143,0.4814692129,Amphibians,taxon-26573,Polypedates colletti,ganjarcahyadi,research,TRUE,FALSE,244
107863121,2015-05-28,2015,102.9134905308,0.4439061084,Amphibians,taxon-142668,Hylarana rawa,ganjarcahyadi,needs_id,TRUE,FALSE,488
107863122,2015-05-28,2015,102.913489855,0.4441119676,Amphibians,taxon-26573,Polypedates colletti,ganjarcahyadi,research,TRUE,FALSE,122
107885588,2015-05-28,2015,102.8017136709,0.4512881024,Reptiles,taxon-200253,Cyrtodactylus majulah,ganjarcahyadi,research,TRUE,FALSE,488
107885589,2015-05-28,2015,102.8006863848,0.45669791,Reptiles,taxon-200253,Cyrtodactylus majulah,ganjarcahyadi,research,TRUE,FALSE,977
107928387,2015-05-28,2015,102.9506338603,0.474178286,Birds,taxon-985573,Pycnonotus simplex,ganjarcahyadi,research,TRUE,FALSE,488
147801590,2015-05-28,2015,102.7275573501,0.4447717606,Mammals,taxon-44586,Rattus tiomanicus,ganjarcahyadi,research,TRUE,FALSE,977
107863123,2015-05-29,2015,102.9126315482,0.4457427015,Amphibians,taxon-142668,Hylarana rawa,ganjarcahyadi,research,TRUE,FALSE,122
107863124,2015-05-29,2015,102.9139190085,0.4457427015,Amphibians,taxon-26567,Polypedates macrotis,ganjarcahyadi,research,TRUE,FALSE,122
107885590,2015-05-29,2015,102.8006213997,0.4574794551,Reptiles,taxon-38008,Eutropis multifasciata,ganjarcahyadi,research,TRUE,FALSE,977
107885592,2015-05-29,2015,102.8013080452,0.4592434751,Reptiles,taxon-38008,Eutropis multifasciata,ganjarcahyadi,research,TRUE,FALSE,977
107928388,2015-05-29,2015,102.952350474,0.4772680843,Birds,taxon-1506301,Chrysocolaptes validus,ganjarcahyadi,research,TRUE,FALSE,488
107928389,2015-05-29,2015,102.9413830247,0.4075881155,Birds,taxon-73103,Nisaetus nanus,ganjarcahyadi,research,TRUE,TRUE,31451
107928397,2015-05-29,2015,102.8452063015,0.4514159872,Birds,taxon-339778,Macronus ptilosus,ganjarcahyadi,research,TRUE,TRUE,31451
108104618,2015-05-29,2015,102.8821078909,0.4979869992,Mammals,taxon-45982,Petaurista petaurista,ganjarcahyadi,research,TRUE,FALSE,977
108082694,2015-05-31,2015,102.9337501638,0.450520042,Insects,taxon-549497,Lepidotrigona terminata,ganjarcahyadi,research,TRUE,FALSE,488
108082695,2015-05-31,2015,102.9363595095,0.4535051415,Insects,taxon-549497,Lepidotrigona terminata,ganjarcahyadi,research,TRUE,FALSE,488
108082697,2015-05-31,2015,102.9335443101,0.4522511957,Insects,taxon-356051,Tetragonula,ganjarcahyadi,needs_id,TRUE,FALSE,488
147753848,2015-05-31,2015,102.7519642484,0.4835185916,Plants,taxon-51816,Myrtaceae,ganjarcahyadi,needs_id,TRUE,FALSE,3906
318967601,2015-05-31,2015,102.8838605806,0.4038558614,Plants,taxon-427070,Litsea grandis,arief9,research,TRUE,FALSE,1598
41347346,2015-06-01,2015,102.8590469229,0.4267432146,Mammals,taxon-43588,Hylobates agilis,ganjarcahyadi,research,TRUE,TRUE,31451
107885593,2015-06-01,2015,102.8510573535,0.4676783391,Reptiles,taxon-200253,Cyrtodactylus majulah,ganjarcahyadi,research,TRUE,FALSE,977
107885594,2015-06-01,2015,102.8505261291,0.4705225279,Reptiles,taxon-200253,Cyrtodactylus majulah,ganjarcahyadi,research,TRUE,FALSE,977
107885596,2015-06-01,2015,102.8484661925,0.472667887,Reptiles,taxon-200253,Cyrtodactylus majulah,ganjarcahyadi,research,TRUE,FALSE,977
107928378,2015-06-01,2015,102.9733860929,0.4906546835,Birds,taxon-204523,Hypothymis azurea,ganjarcahyadi,research,TRUE,FALSE,488
107928392,2015-06-01,2015,102.9742601413,0.4880084334,Birds,taxon-1507930,Pellorneum nigrocapitatum,ganjarcahyadi,research,TRUE,FALSE,488
108104619,2015-06-01,2015,102.8880316569,0.4654180473,Mammals,taxon-43588,Hylobates agilis,ganjarcahyadi,research,TRUE,TRUE,31451
147876266,2015-06-01,2015,102.7135121,0.5128922,Plants,taxon-47124,Magnoliopsida,ganjarcahyadi,needs_id,TRUE,FALSE,455
147876289,2015-06-01,2015,102.7915336911,0.4709251939,Plants,taxon-346348,Nepenthes ampullaria,ganjarcahyadi,research,TRUE,FALSE,1953
147876290,2015-06-01,2015,102.7640678707,0.4530729912,Plants,taxon-83120,Calophyllum,ganjarcahyadi,needs_id,TRUE,FALSE,1953
147876292,2015-06-01,2015,102.7681877438,0.4709251939,Plants,taxon-47124,Magnoliopsida,ganjarcahyadi,needs_id,TRUE,FALSE,1953
107885597,2015-06-02,2015,102.8505261291,0.4733422954,Reptiles,taxon-200253,Cyrtodactylus majulah,ganjarcahyadi,research,TRUE,FALSE,977
107885598,2015-06-02,2015,102.8498394836,0.473317868,Reptiles,taxon-200253,Cyrtodactylus majulah,ganjarcahyadi,research,TRUE,FALSE,977
107928393,2015-06-02,2015,102.9853876579,0.5930649694,Birds,taxon-18220,Meiglyptes tukki,ganjarcahyadi,research,TRUE,TRUE,31451
107928394,2015-06-02,2015,102.9737294157,0.4915517992,Birds,taxon-204523,Hypothymis azurea,ganjarcahyadi,research,TRUE,FALSE,488
318963096,2015-06-02,2015,102.8944482654,0.4620383521,Plants,taxon-890431,Stemonurus secundiflorus,arief9,research,TRUE,FALSE,2289
41347321,2015-06-03,2015,102.713512,0.512892,Other animals,taxon-155193,Zephroniidae,ganjarcahyadi,needs_id,TRUE,FALSE,200
107863125,2015-06-03,2015,102.9096274741,0.4486608561,Amphibians,taxon-26573,Polypedates colletti,ganjarcahyadi,research,TRUE,FALSE,122
108106769,2015-06-03,2015,102.8952578962,0.4702408419,Other animals,taxon-155193,Zephroniidae,ganjarcahyadi,needs_id,TRUE,FALSE,244
108169004,2015-06-03,2015,102.9468970662,0.4598040063,Plants,taxon-123555,Nepenthes rafflesiana,ganjarcahyadi,research,TRUE,FALSE,244
318959854,2015-06-03,2015,102.8673944995,0.4296791511,Plants,taxon-425752,Parastemon urophyllus,arief9,research,TRUE,FALSE,2650
107863126,2015-06-04,2015,102.908254183,0.4494333085,Amphibians,taxon-26573,Polypedates colletti,ganjarcahyadi,research,TRUE,FALSE,122
